ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_14_AG_Total,E_14_AG_Dem,E_14_AG_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep
33,17A,41842,39064,1796,349,419,244,34,41003,37580,2099,528,502,385,62,42325,37975,2421,523,482,642,70,40861,37087,2454,566,461,393,75,41411,37494,2531,458,554,341,91,30870,29388,944,153,243,149,13,30831,29476,763,180,143,212,15,32278,29649,1412,268,299,383,42,32278,29649,1412,165,193,78,22,56,703,30581,29148,836,237,114,216,0,31247,29629,921,219,185,224,0,22190,8595,12827,20915,8076,12839,14410,6144,7970,14523,5447,8483,14075,5763,7918,21942,5729,14234,18014,7956,9500,17940,6146,10925,17936,6158,11087,17736,5235,11458,20575,6537,13027,24415,7301,16478,24066,6997,15287,21031,6578,13629,19327,5956,12815,19231,5602,13616,19030,5082,13001,19118,6462,12644,19219,5031,13168
34,17B,40392,37576,1768,293,591,229,22,41904,38312,2245,657,470,288,19,42501,37828,2446,677,780,598,52,41494,37527,2667,600,455,257,22,42838,38741,2566,486,664,309,42,29564,28079,931,125,319,135,11,30601,29086,743,342,265,167,0,31874,29141,1433,322,467,356,42,31874,29141,1433,221,348,58,13,50,610,30318,28748,932,281,229,128,0,31982,30148,1029,268,349,131,10,21417,7850,12875,21180,7676,13504,15016,6059,8653,15134,5259,9211,14467,6190,7879,22109,5822,14504,18965,8533,9872,18883,6551,11514,18906,6656,11545,18663,5500,11995,21306,6936,13400,25206,7852,16811,24875,7435,15711,21870,6967,14144,20650,6456,13626,20466,6029,14426,20203,5451,13658,20347,7022,13307,20463,5703,14116
35,18A,39585,36278,1436,999,678,283,19,42642,38023,1807,1812,879,342,90,42815,36486,2145,2479,910,630,53,42496,37718,1941,1844,874,369,87,43032,37545,1979,2080,947,420,99,30809,28747,868,558,479,177,13,32018,30047,619,809,361,119,0,32935,28914,1349,1422,667,458,38,32935,28914,1349,1273,545,127,14,48,665,31925,29765,824,742,364,142,0,32628,29962,1120,764,442,222,0,22144,12042,9544,21457,11645,9812,13524,7649,5641,13583,7094,5912,12976,7299,5207,22020,9491,10386,19147,11606,6806,19064,9912,8068,19146,11084,7506,18752,8869,8505,20914,10627,9135,23637,11844,11184,23307,11022,10380,20832,10462,9435,18824,9705,8596,18654,9270,9360,18493,8551,9006,18519,9708,8789,18742,8970,9010
36,18B,38885,34411,1081,1890,1313,307,37,39286,32939,1757,2777,1728,251,49,42684,33112,2434,4175,2120,717,82,40618,33922,1656,3109,1846,233,54,41941,34601,1939,3193,1895,323,112,32258,29179,715,1175,1027,204,26,30839,27679,1000,1213,725,171,0,34851,27907,1785,2766,1740,527,53,34851,27907,1785,2360,1474,123,13,135,1054,31741,28496,941,1319,756,204,0,32984,29221,1264,1332,890,215,0,21026,12232,8237,19955,11680,8275,10640,6364,4045,10460,5993,4117,10031,5783,3707,19782,9580,7957,16265,10433,4882,16160,9291,5619,16279,10325,5260,15869,8622,5898,18155,10225,6516,20620,12029,7982,20114,10398,7122,17580,9931,6522,14500,8673,5326,14326,8430,5884,14228,7699,5594,14237,8717,5511,14432,8072,5522
37,19A,41398,34987,3437,2031,685,364,40,42210,34118,3527,3826,753,543,34,42300,32606,3982,4094,715,776,94,42655,34195,3653,3868,856,548,34,42754,33461,4032,4347,562,611,50,31215,27161,1996,1420,425,271,20,30371,27259,1094,1426,275,299,29,32467,26372,2402,2477,491,573,80,32467,26372,2402,2322,338,203,0,73,757,30977,27725,1301,1400,267,257,29,31384,27609,1626,1523,268,269,40,19390,9084,9737,18917,8964,9953,12495,6434,5835,12495,5755,6255,11882,6213,5277,19472,6511,11388,16478,8281,7549,16425,6806,8731,16441,7046,8695,16253,5963,9211,18427,7195,10256,21551,8055,13000,21114,7463,11713,18449,7044,10627,16475,6171,9736,16383,5874,10497,16208,5356,9977,16195,6585,9600,16356,5567,9972
38,19B,41869,36509,2972,1635,492,379,21,41693,35465,3567,1860,721,326,37,42572,35055,3986,2097,661,690,79,41556,35327,3445,1815,601,531,32,42580,35945,3649,1855,626,502,45,31080,27966,1707,898,294,274,19,30348,27476,1399,914,320,235,0,32114,27588,2382,1099,419,505,45,32114,27588,2382,955,298,150,14,44,683,30168,27306,1358,835,302,381,0,31126,27965,1656,807,330,373,0,21750,9860,11262,20684,9599,11085,13560,6511,6825,13630,5931,7234,12975,6430,6129,21239,7010,12273,17849,9068,8128,17790,7231,9612,17841,7742,9475,17294,6264,9938,19991,7877,10987,23326,8934,13738,22778,8314,12414,20148,7898,11314,18159,7253,10255,17995,6821,11166,17819,6220,10596,17899,7705,10184,18060,6554,10624
39,20A,41985,39046,1255,641,375,793,47,41874,38365,1523,798,369,971,21,42559,37939,1739,995,497,1168,75,41710,37775,1631,839,394,921,13,42299,38258,1553,821,442,965,113,32414,30741,715,286,223,475,29,32258,30687,400,400,218,549,0,33472,30615,1066,522,302,750,36,33472,30615,1066,370,214,353,20,84,750,32076,30485,467,333,279,545,0,32778,31087,568,342,228,570,0,23677,11991,11045,22835,11647,11188,15455,8051,7183,15585,7432,7680,14848,7973,6454,22716,8940,11820,20805,11594,8419,20689,9580,10057,20715,9852,9985,20422,8591,10508,22491,10090,11246,25561,11117,13749,25268,10440,13009,22443,10001,11538,20655,9297,10693,20474,8772,11683,20287,8002,11270,20367,9793,10557,20478,8361,11121
40,20B,40831,38806,1125,291,441,202,35,41886,39373,978,559,838,131,31,42198,38811,1422,505,615,576,30,41825,39379,1082,507,717,133,4,42657,39829,1138,534,815,217,12,30247,29112,623,133,263,128,20,31009,29697,375,289,510,82,20,31845,29766,850,216,402,380,13,31845,29766,850,153,302,37,5,73,659,31105,30068,432,201,375,110,0,31958,30775,502,149,436,145,0,22924,10049,12174,21511,9577,11934,14445,6522,7638,14711,5722,8466,13828,6313,7098,22690,6923,13707,19416,9136,9681,19367,7670,10929,19403,8106,10734,19097,6690,11420,21693,8012,12732,25455,8782,16138,24979,8616,14706,22079,7977,13316,20438,7385,12477,20285,7021,13251,20127,6443,12864,20179,7555,12605,20332,6844,12763
41,21A,43789,41242,1271,339,621,405,37,42201,38572,1899,662,744,540,8,42463,38080,2268,540,796,832,75,41882,37945,2166,542,848,460,55,42087,37518,2343,716,886,562,80,33236,31843,651,146,393,239,22,31128,29719,616,264,244,342,0,32371,29705,1320,288,527,503,48,32371,29705,1320,151,431,132,15,45,572,30956,29252,773,255,453,348,0,30947,29121,905,215,490,294,4,23213,10096,12077,21944,9060,12884,15362,6605,8452,15877,6258,8866,14871,6115,8338,22279,5801,14832,18220,7522,10149,18088,6272,11045,18170,6781,10930,17834,5830,11321,20314,6387,13214,23512,6515,16584,23092,6336,15230,20125,5764,13771,18336,4705,13055,18121,4817,13289,18054,4452,12923,18013,5124,12879,18218,4370,13100
42,21B,42062,32230,7058,1012,1633,319,49,41527,29312,8781,1345,2128,201,70,42865,28207,10584,1513,1980,1086,166,41483,29097,8696,1595,2470,203,147,42856,29038,9613,1833,2324,663,101,31728,25848,4104,632,1064,168,35,27445,23696,2217,542,911,56,0,31716,22950,6223,850,1249,713,102,31716,22950,6223,743,1100,81,75,70,474,27441,23471,2421,460,831,93,0,28680,23759,2960,664,916,270,0,19784,9482,9568,18425,8568,9857,13098,6468,6394,13345,6120,6707,12768,6263,6098,18861,6173,11330,15923,7861,7482,15785,6530,8416,15854,7075,8230,15553,5790,8792,17263,6649,9845,19385,6760,12207,18933,6499,10868,16656,6042,10005,14335,4774,9059,14226,4696,9519,14137,4268,9181,14143,5170,8960,14278,4310,9356
43,22A,43907,41151,2051,310,276,193,23,43047,39538,2516,572,335,183,29,42483,37817,3018,567,387,629,61,42351,38481,2803,479,323,268,58,42380,37971,3006,490,333,280,102,33882,32312,1177,122,168,125,15,32884,31170,1159,216,207,113,8,32930,30097,1809,266,244,400,35,32930,30097,1809,157,136,69,7,61,594,32419,30541,1230,231,205,209,8,32374,30301,1400,280,182,203,4,23198,10111,12262,22520,9566,12954,15347,7057,7989,15538,6377,8513,14809,6888,7454,22109,6426,13937,18463,8649,9170,18398,7020,10427,18447,7701,10161,18108,5858,11066,20487,7330,12237,23686,7880,15286,23326,7936,13664,20312,7071,12525,17978,6063,11392,17814,5779,12025,17739,5272,11632,17722,6328,11385,17925,5571,11696
44,22B,40434,37744,1661,304,467,265,26,41795,38132,2213,557,659,245,26,42297,37813,2339,692,507,711,57,42254,38565,2355,488,578,249,33,42895,38861,2151,844,557,359,57,29853,28386,894,139,264,157,18,30971,29364,770,353,277,193,8,31926,29234,1365,351,302,470,42,31926,29234,1365,253,201,91,24,70,688,31514,29895,900,276,278,176,4,31938,30298,785,406,256,225,0,21824,9971,11225,21173,9563,11610,13809,6706,6857,13843,6055,7198,13201,6740,6079,22061,6723,13583,19007,9345,8997,18890,7462,10426,18908,8013,10231,18597,6439,10981,21230,7805,12422,25045,8424,16062,24602,7981,14701,21492,7587,13096,19609,6757,12243,19436,6301,13125,19230,5866,12339,19233,7137,12088,19528,6309,12374
45,23A,43434,39219,3213,423,419,264,34,41872,36482,3450,709,1020,401,31,42672,35845,3763,871,1409,622,54,42024,36399,3615,700,1143,370,83,42353,36136,3813,839,1252,590,58,33726,31344,1810,180,272,147,21,31396,29189,1411,313,299,223,3,33103,28975,2259,414,840,440,37,33103,28975,2259,298,747,77,4,59,684,31447,29153,1434,338,355,200,2,31941,29037,1764,368,530,294,10,24409,12934,10640,22847,12195,10652,16391,8857,7272,16556,8115,7780,15734,8422,6733,22503,7737,13011,19513,10230,8503,19376,8392,9858,19460,9010,9766,19038,7277,10541,21042,8606,11452,23596,8842,14247,23167,8758,12519,20656,8161,11721,18374,6958,10807,18241,6707,11528,18033,6033,11063,18130,7090,11027,18335,6477,11106
46,23B,41668,35243,4330,1112,828,258,63,41917,33237,4799,1728,1762,239,340,42316,31806,5260,2026,2335,626,306,41811,32712,4990,1843,2071,286,51,42417,31941,5464,1945,2443,366,207,31237,27669,2408,515,536,142,41,28985,26551,1282,641,371,164,1,31634,25410,3031,1115,1433,404,178,31634,25410,3031,953,1329,51,159,83,618,28912,26292,1306,593,591,151,2,29533,25842,1777,847,874,164,20,20807,12619,7534,19383,12020,7363,12355,7263,4913,12434,6586,5362,11818,7016,4415,18990,7981,9468,15883,9124,6114,15819,7932,6975,15851,8361,6913,15555,7040,7437,17739,8493,8333,20716,9504,10760,20217,9056,9262,17555,8245,8579,15258,7058,7675,15134,6936,8190,15051,6293,7865,15056,7173,7873,15261,7406,7351
47,24A,37704,35534,1208,341,474,187,40,40082,37286,1437,519,701,188,16,42300,37955,1752,688,1016,601,48,40433,37340,1459,427,961,213,18,42204,38194,1760,554,1138,311,39,26969,25831,634,133,272,94,23,28352,27230,582,202,235,120,4,31058,28479,1020,339,624,360,29,31058,28479,1020,236,469,44,7,64,739,29021,27645,701,211,408,85,4,30413,28718,726,302,564,166,0,19813,8716,10550,19746,8847,10899,13731,6170,7303,13924,5297,8123,13003,5862,6735,21293,6785,12453,18544,9002,8943,18483,7473,10222,18517,7951,9982,18181,6501,10656,20841,8105,11681,24709,9437,14647,24246,9091,13263,20956,8131,11978,18976,7482,11001,18768,7092,11672,18645,6517,11358,18646,7334,11303,18903,7034,11259
48,24B,36175,28869,2029,2596,2593,224,27,39575,30498,2744,3144,3132,217,26,42322,31200,3278,3579,3505,575,66,40743,31311,3101,2580,3396,143,0,41362,32017,2472,2781,3374,168,0,26763,22488,1161,1358,1660,144,16,27338,23597,817,1389,1469,64,0,32116,25090,1974,2088,2384,370,52,32116,25090,1974,1830,2140,35,8,93,946,27807,23986,854,1262,1600,50,0,29347,24959,908,1554,1720,122,0,18848,9708,8800,19343,10009,9334,12811,6452,6161,12802,5999,6456,12064,5977,5721,20670,9733,8938,18831,11227,7070,18789,9988,8154,18801,10430,7899,18382,8969,8547,20617,11031,8598,23888,13518,9815,23197,12351,9289,20279,11128,8330,17712,10232,7117,17567,9765,7795,17409,9264,7583,17457,10074,7376,17675,9925,7306
49,25A,35687,28961,986,2178,3369,206,46,38670,29872,949,3438,4404,83,0,42869,31101,1912,4443,4659,615,48,38983,30031,1220,3599,4119,107,9,41535,30501,1784,4857,4059,206,20,25558,21624,568,1117,2120,124,25,26853,22997,474,1427,1880,58,0,31681,24348,1204,2432,3122,412,32,31681,24348,1204,2201,2858,86,11,101,872,27152,22995,790,1409,1892,48,0,28618,23290,1095,1983,2099,97,0,18585,9374,8844,18717,9441,9276,11945,5889,5886,11934,5483,6129,11063,5358,5378,20480,9563,8731,18322,10973,6866,18288,9767,7928,18299,10093,7754,17865,8613,8441,20296,10822,8477,23739,13429,9764,23149,12300,9325,20203,11025,8345,17940,10211,7337,17789,9741,8039,17639,9179,7917,17654,9969,7677,17887,9867,7531
50,25B,41345,32776,2598,3155,2623,395,53,43044,32056,3191,4253,2987,645,195,42321,30378,2993,4711,3392,777,86,43409,31101,2882,5478,3237,636,205,44239,31276,3336,5259,3651,442,205,32824,27141,1680,1976,1832,286,41,31244,26352,1183,1931,1211,350,105,34088,25848,2026,2963,2572,548,68,34088,25848,2026,2611,2281,144,29,119,1030,31983,26089,1310,2292,1672,414,115,32844,26469,1424,2469,1964,320,105,21269,11867,8923,20964,12285,8679,12887,7465,5199,12815,7011,5427,11929,6812,4665,20514,10844,7437,17881,11636,5534,17829,10614,6354,17857,11066,6139,17460,9577,6773,19643,11645,6817,22489,14033,7833,21755,12718,7169,19029,11570,6497,15964,10233,5267,15842,10031,5803,15701,9474,5607,15754,10262,5488,15944,9968,5422
51,26A,44219,41298,762,814,1123,254,21,43361,39590,1321,1061,1066,524,17,42169,37636,1331,1357,1061,547,48,43320,39404,1288,1085,1203,573,11,42334,38053,1393,1168,1191,575,58,36305,34290,513,476,834,189,13,35392,33587,615,448,409,242,0,34909,31733,931,811,815,420,37,34909,31733,931,589,650,70,0,75,861,35464,33510,600,467,587,251,0,34764,32559,715,442,752,288,8,24454,14609,9232,23017,13372,9645,12901,7136,5503,12868,6848,5639,12117,6187,5321,22497,10252,9992,18372,10648,6753,18270,9827,7365,18344,10532,7098,17943,9232,7569,20341,10505,8620,23107,11910,10660,22419,10587,9673,20071,10144,8915,17288,8756,7969,17121,8606,8504,17086,8060,8232,17040,8848,8179,17231,8345,8142
52,26B,42612,41524,369,327,265,177,11,42558,40891,619,555,292,205,21,42834,40627,652,445,348,497,27,42640,40496,655,499,498,229,26,42728,40346,738,500,472,257,16,32457,31867,222,130,134,115,7,32320,31554,254,289,92,136,8,32813,31444,424,214,191,352,21,32813,31444,424,125,128,44,6,61,581,32222,31394,292,222,129,172,4,32484,31503,367,253,165,218,0,23753,12483,10511,22262,11633,10629,16283,8494,7443,16586,7715,8267,15538,7578,7325,23151,8391,12877,19956,10092,9097,19824,8803,10081,19938,9476,9852,19576,7811,10705,21937,9179,11756,25184,9855,14754,24742,9649,13210,21763,8829,12104,19525,7774,11176,19320,7599,11711,19284,6937,11443,19227,7792,11422,19500,7478,11343
53,27A,38457,36557,705,501,450,300,29,41213,38495,1124,817,441,475,28,42685,38405,1130,1123,810,762,69,42447,40172,836,775,350,416,12,43448,40175,1116,1030,581,445,15,26568,25604,349,217,237,182,13,29722,28379,511,379,193,256,0,31375,28754,639,705,465,497,43,31375,28754,639,579,319,152,1,102,829,30822,29572,504,380,155,193,0,31639,29802,687,583,305,241,0,20014,7560,12024,20001,7370,12631,13268,5027,7995,13293,4532,8311,12756,5319,7006,21713,5385,14530,17400,6706,10124,17350,5592,10932,17354,5648,10969,17178,4823,11266,20465,6095,13273,24924,7283,17045,24418,6726,15650,20986,6155,13931,18953,5581,12707,18867,5277,13584,18682,4921,12722,18333,5932,12388,18914,5304,13531
54,27B,39857,38017,585,381,436,514,23,41616,39203,784,450,760,418,39,42907,39053,1004,603,695,1050,39,42374,39148,984,616,1098,415,56,42946,39292,1096,688,793,530,25,28296,27312,311,161,231,303,15,29936,28856,363,211,271,209,0,31724,29412,555,291,392,697,23,31724,29412,555,165,267,129,6,97,1093,30721,29465,314,322,318,248,0,31469,30041,417,338,248,349,0,20530,7893,12122,20143,7494,12649,12528,4886,7421,12512,4462,7613,11935,5021,6495,21249,4960,14663,16920,6519,9650,16852,5190,10633,16870,5329,10751,16703,4542,11013,20013,5673,13196,24623,6654,17446,24091,6126,15626,20488,5688,13874,18288,5085,12514,18142,4795,13334,17982,4375,12448,17794,5348,12432,18226,4854,13334
55,28A,39084,37125,665,440,483,468,32,39994,37431,891,633,622,539,9,42711,38807,974,707,818,933,57,40142,37293,1016,642,657,563,5,42359,38810,1212,729,927,656,0,28690,27604,351,205,270,288,18,30287,28852,490,310,309,303,0,32372,29968,557,369,489,630,35,32372,29968,557,241,388,168,11,120,919,30151,28826,387,300,291,340,0,32005,30345,378,432,429,388,0,20456,8730,11168,20152,8502,11650,13785,6302,7247,13723,5822,7452,13189,6458,6241,21591,6025,13799,18008,7990,9233,17933,6438,10441,17934,6516,10578,17761,5598,10834,20731,6839,12665,24974,7645,16686,24528,7237,14867,21147,6825,13310,19163,6188,12111,19042,5897,13131,18819,5380,12023,18886,6673,12201,19087,5947,13128
56,28B,40019,38273,590,347,480,359,37,42045,39636,927,355,718,501,41,42233,38372,1072,562,858,888,45,42480,39803,952,412,854,493,41,42641,39351,1075,579,939,625,64,29481,28495,333,165,260,242,16,31831,30457,508,116,374,305,8,32165,29850,610,287,497,573,16,32165,29850,610,145,394,109,1,74,982,32083,30582,615,144,421,287,8,32376,30688,653,125,479,307,8,22481,9831,12106,21938,9578,12360,15267,6955,8102,15217,6469,8250,14629,7278,6906,23116,7299,13883,19805,9444,9581,19748,7692,10996,19759,7924,10987,19464,6698,11343,22344,8229,12858,26496,9346,16489,25848,8674,14891,22455,8167,13286,19959,7367,11887,19792,6832,12951,19616,6423,11956,19608,7685,11914,19885,7061,12811
57,29A,39305,37623,767,353,384,232,21,41373,38810,1287,573,430,321,24,43001,39592,1149,657,585,607,25,41992,39486,1249,360,634,324,19,42958,39889,1121,408,534,526,2,28502,27603,425,154,179,156,10,30042,28930,517,171,239,141,0,31766,29668,705,329,329,406,11,31766,29668,705,188,211,75,4,116,799,30615,29378,690,121,227,192,0,31304,29975,633,125,224,379,0,21536,8634,12339,21603,8382,13221,14625,5887,8471,14626,5369,8736,13920,5991,7490,22272,6288,14079,19330,8587,10066,19248,6714,11520,19267,6877,11576,19023,5915,11900,21850,7307,13406,26089,8426,17040,25605,7807,15743,22538,7403,14208,21220,6905,13697,21006,6364,14627,20732,5961,13538,20860,7420,13423,21094,6411,14572
58,29B,39752,37075,1263,644,479,345,24,42079,39161,1416,674,574,256,37,42733,37978,1879,1029,817,743,38,42627,39124,1626,776,830,327,44,43514,39178,1972,689,1303,461,59,28295,26839,699,288,264,226,14,30620,29082,542,379,412,192,15,31472,28600,1096,520,512,498,21,31472,28600,1096,337,364,74,10,108,883,31307,29496,637,439,481,231,25,31505,29522,878,227,616,182,30,20493,8751,11254,20243,8337,11906,13235,5636,7366,13175,5163,7567,12586,5595,6548,20918,6390,12753,17600,8314,8606,17516,6662,9873,17542,6808,9936,17273,5887,10176,20082,7273,11649,23947,8472,14840,23427,7748,13596,20317,7285,12113,18268,6545,11045,18147,6220,11906,17872,5612,11123,17971,6953,11001,18156,6138,11908
59,30A,35374,32628,740,843,965,235,37,40700,36983,848,1417,1137,328,6,42966,37387,1209,2024,1327,630,72,40764,36616,802,2065,766,298,8,43330,37976,927,2549,929,158,11,23676,22169,394,396,569,140,16,27128,25210,383,721,567,190,4,29329,26163,668,1059,774,382,38,29329,26163,668,873,640,57,14,82,832,27380,25206,417,1024,532,181,10,29893,27239,515,1464,571,110,4,18995,7266,11394,19129,7054,12075,12344,4517,7648,12326,4159,7812,11601,4629,6639,20779,6071,12871,17661,7909,9217,17568,6282,10472,17591,6468,10487,17290,5402,10833,20462,7202,12214,25110,9155,15378,24523,8170,14483,21503,7619,13001,20693,7551,12482,20493,6857,13616,20118,6230,12708,20298,7800,12489,20556,6954,13536
60,30B,37570,34632,971,889,789,392,35,39665,35904,1096,1341,830,506,28,42801,36969,1495,1841,1240,858,65,41016,37033,1323,1064,797,441,27,43537,37986,1412,1977,661,807,104,26691,24975,613,458,453,230,19,28516,26748,433,617,390,323,0,31656,27945,945,1135,756,593,42,31656,27945,945,960,609,159,8,74,956,29478,27729,527,461,441,299,0,32449,29772,741,959,414,418,0,19395,7781,11239,20522,7929,12593,13603,5393,7993,13562,5034,8099,12942,5614,6951,21622,6464,13368,18215,8131,9509,18144,6530,10706,18174,6706,10771,17932,5715,11131,20984,7350,12551,25416,8957,15880,24853,8200,14674,21603,7644,13077,19905,7344,12001,19746,6718,13021,19501,6338,12091,19346,7499,11840,19808,6768,12987
61,31A,38750,35334,884,1131,1123,386,21,42692,37570,1639,1700,1731,332,0,42896,35718,1416,2759,1792,886,51,43018,37701,1248,1938,1762,381,24,42888,36878,850,2662,1733,396,68,27653,25765,477,568,632,242,15,31260,28758,680,700,860,236,0,32012,27672,832,1506,1091,592,35,32012,27672,832,1301,864,119,5,111,1108,31491,28753,517,976,959,245,4,31781,28733,469,1290,990,225,14,21501,8711,12361,22103,9079,13024,14121,5839,8081,14086,5505,8225,13543,6106,7023,23167,7828,13272,19549,9480,9364,19505,7882,10651,19511,8039,10677,19347,7020,11120,22192,8740,12224,26242,10590,15022,25747,9503,13946,22305,8816,12474,19749,8061,11103,19618,7427,12184,19470,7061,11253,19550,8359,11175,19633,7547,12046
62,31B,39411,37190,592,435,857,365,39,41677,38664,665,636,1360,457,0,42967,38226,1024,819,1602,873,56,42692,39164,823,639,1669,427,0,42752,38946,830,654,1585,466,52,28927,27677,325,210,477,242,20,31479,30031,311,221,639,281,0,32603,29641,619,435,946,592,40,32603,29641,619,279,751,115,13,99,1086,32438,30602,419,213,932,234,0,32680,30889,376,240,873,215,4,22810,9057,13233,22295,8899,13396,14531,5818,8502,14510,5350,8713,13954,6079,7434,23241,6699,14682,19795,8457,10619,19718,6853,11888,19738,6944,11950,19554,5916,12361,22648,7529,13888,27135,8979,17510,26618,8154,16207,23086,7654,14433,21068,7123,13218,20892,6553,14327,20705,6092,13250,20802,7466,13319,20966,6610,14313
63,32A,35508,30952,844,1240,2194,325,28,40342,32971,1304,1996,3646,553,48,42983,33341,1730,3164,3645,907,51,40487,32349,1459,3000,3207,579,71,42805,33836,1423,2744,4189,442,91,25927,23252,456,639,1364,216,20,28685,24990,509,800,2058,309,20,31672,25861,1014,1665,2320,574,39,31672,25861,1014,1469,2101,116,2,127,982,28781,24805,584,1497,1615,322,30,30386,25839,535,1450,2289,271,40,19894,8972,10516,20882,9516,11366,13405,6053,7174,13379,5675,7350,12888,6318,6210,22242,8570,11734,19332,10221,8453,19261,8611,9759,19296,8758,9763,19119,7744,10165,21659,9499,10972,25288,11465,13221,24782,10275,12528,21765,9666,11151,19577,9053,9947,19474,8437,11015,19274,7844,10310,19354,9264,10071,19462,8523,10905
64,32B,36383,29631,1354,1612,3371,560,38,39303,30072,2186,2830,3797,717,76,42976,31270,2624,3434,4611,997,64,40329,30412,2498,2922,4102,863,85,43539,32500,2261,3756,4287,900,51,26806,22766,763,807,2160,349,26,27939,23147,847,1220,2292,388,0,31960,24621,1584,1966,3036,669,34,31960,24621,1584,1658,2809,152,10,85,1041,29029,23774,1015,1235,2407,489,0,31436,25526,1160,1717,2506,473,0,19444,9930,9076,19616,10113,9503,12157,6068,5893,12111,5744,5996,11663,6207,5085,20640,9029,9708,17986,10482,6866,17926,8945,8092,17983,9091,8112,17837,8101,8518,20540,10091,9242,24713,12653,11411,24213,11185,10807,20560,10206,9383,17971,9261,8164,17858,8608,9228,17699,7999,8610,17793,9462,8312,17892,8636,9226
65,33A,37882,35040,797,712,1055,312,58,41287,37049,1468,1291,1321,314,98,42707,37142,1418,1348,1655,825,44,41663,36907,1276,1353,1763,499,94,42388,37004,1692,1675,1598,589,53,27591,26032,422,323,608,198,38,30840,28729,718,496,695,119,22,31880,28580,826,702,976,530,26,31880,28580,826,520,833,75,3,118,925,31077,28795,549,526,966,190,20,31410,29117,709,518,870,219,0,21971,10058,11538,22510,9886,12624,15599,6982,8405,15571,6494,8643,14748,7167,7277,23479,9149,12277,21304,11495,9119,21245,9237,11062,21214,9633,10842,20802,8116,11373,23302,10294,11855,26912,12214,14077,26320,11157,13440,23380,10518,11962,21378,9962,10825,21181,9077,12093,20943,8596,11270,21091,10184,10898,21218,9595,11613
