ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
37,37,61435,57890,1656,919,866,247,25,65720,61169,2408,872,861,391,29,66525,59847,2976,1577,1360,608,58,66593,59903,2979,1592,1363,609,60,66447,61895,2196,1026,998,285,10,66623,61657,2192,969,1389,419,23,46652,44574,968,457,550,162,16,50055,47800,1121,462,305,293,10,52287,48013,1841,897,895,445,38,52287,48013,1841,567,735,19,17,172,923,51113,48773,1143,536,409,202,4,51873,49058,1261,503,779,240,0,29229,10510,18350,28520,9080,19440,32113,9562,21017,32438,9521,21676,31932,9763,22169,27878,10602,16730,27839,11373,15939,32732,11193,20744,38481,13471,24473,38089,12690,24528,37940,11628,25016,37928,11654,25151
38,38,62614,56860,687,3865,1045,313,35,61466,52287,1363,5306,2394,843,89,64420,51444,1161,5510,5218,785,73,64487,51482,1162,5561,5222,785,73,61073,51657,1460,4724,2785,725,95,63960,53293,1121,4481,4291,293,16,50757,47076,424,2401,729,210,23,48423,43606,724,3065,895,289,45,52405,43551,760,3706,3560,543,45,52405,43551,760,3170,3342,45,20,173,1344,47877,43087,803,2941,829,274,45,50633,45266,623,2921,1693,141,0,33144,17258,15438,30413,16231,14182,32439,15524,15888,32046,16053,14248,31307,17601,13706,25920,15879,9605,25955,16484,9153,31318,17243,13312,36313,18617,17270,35674,20881,13789,35131,17773,15787,35106,18615,15222
39,39,65176,62178,541,1677,590,255,22,64845,60506,1124,1836,1358,228,25,65793,59531,1030,2337,1499,849,59,65835,59562,1031,2378,1509,849,59,64698,59911,1007,2165,1374,283,30,65804,60115,886,2493,1991,239,25,52045,50003,355,1111,424,167,20,51617,49203,516,1116,627,127,20,53195,48839,690,1571,1094,601,46,53195,48839,690,1228,880,34,6,122,1396,51867,49413,551,1111,562,246,25,53361,50214,563,1310,1067,214,20,34014,15361,18186,32503,14310,18193,34635,13165,20361,34310,13711,18775,33575,15335,18240,28209,14196,13583,28204,14813,12980,33926,15056,18072,39581,16122,23000,39046,18330,19703,38532,15150,21841,38566,15837,21438
40,40,62543,59326,764,773,1593,158,29,63575,58412,934,1685,2525,138,38,66291,59659,1340,1199,2863,598,69,66305,59672,1340,1206,2866,598,69,63571,58376,863,1794,2386,195,11,65498,60196,1097,1835,1784,244,14,47274,45202,454,478,1072,101,14,48313,45695,638,750,1080,90,40,52029,47619,905,731,1993,425,35,52029,47619,905,541,1769,27,8,111,1049,48335,45718,539,811,1019,188,10,50388,47617,699,824,1087,164,15,36641,14417,21921,37540,14031,23509,37920,15212,21409,37983,14140,22521,37347,14994,22353,33106,16286,16347,33073,16950,15659,38173,17240,20147,43818,20023,23328,43366,20783,21576,42927,17600,23811,42900,17987,23642
41,41,60106,51437,4477,2691,1653,324,48,61294,50165,5632,3811,1663,385,21,64318,49453,7846,4007,2822,806,58,64434,49534,7861,4041,2831,807,58,62254,50486,6154,3361,2155,192,32,63884,50338,7836,3155,2522,428,42,46506,41179,2651,1585,1109,214,26,46618,39708,3640,2146,904,159,0,50343,40502,4982,2566,1991,566,29,50343,40502,4982,1756,1778,61,5,148,1111,48433,40885,4274,1973,1167,68,0,50035,41401,5380,1563,1552,61,4,29984,14693,14977,28371,12882,15489,30723,12988,16151,30882,12835,16681,30317,13026,17291,25784,12870,12374,25762,13780,11492,30406,14095,15494,35160,16521,18142,34668,15592,18097,34469,14447,18592,34452,14505,18722
42,42,62250,57430,1018,1074,2574,179,35,61271,55304,1088,1398,3317,277,9,63945,54729,1965,1850,4259,636,59,63959,54738,1965,1858,4259,638,59,61236,54804,1183,1243,3357,202,39,63864,56392,1339,1545,3717,203,79,48218,45089,643,670,1710,112,25,46017,43025,662,782,1322,196,0,50301,44102,1339,1268,2852,439,37,50301,44102,1339,898,2564,16,10,137,1235,45880,42922,766,722,1293,136,0,47762,44248,806,886,1621,120,0,37163,19618,17188,35872,18831,17041,36978,21536,14003,37058,19828,15969,36378,20464,15914,33419,22333,10563,33367,22873,10081,37266,23205,13218,41716,26548,14713,41272,26107,13963,40832,23730,15469,40790,24054,15251
43,43,60868,55886,2544,1044,1327,276,33,63607,56397,4471,1628,1186,243,89,64352,55859,4392,1951,1608,712,75,64434,55927,4399,1974,1617,713,76,63808,56229,4450,1977,1276,291,108,64276,55662,4642,1902,1932,383,112,44559,41511,1504,537,910,184,24,45780,42005,2289,707,665,115,15,48259,42697,2764,1130,1158,516,52,48259,42697,2764,683,987,72,9,98,949,46047,42142,2245,818,653,158,0,46302,41967,2453,734,893,214,15,23003,7968,14724,22122,6841,15281,24454,6940,16140,24598,6901,16624,24234,7258,16976,20539,7235,12817,20531,7739,12364,24618,7816,16055,29252,9353,19371,28809,8867,19097,28705,8073,19412,28659,8115,19521
44,44,59753,54294,985,2658,1646,233,38,62393,55642,1084,2932,2742,297,64,66388,56350,2197,3535,2875,792,65,66419,56373,2197,3594,2878,792,65,62454,54874,971,2627,2904,278,47,65783,57680,1154,3121,2766,328,0,46393,42718,645,1802,1114,159,25,47335,43810,578,1633,1018,228,0,52489,45479,1505,2493,1974,568,42,52489,45479,1505,2031,1704,33,20,179,1538,48505,44895,617,1643,1158,191,0,50990,46860,667,1937,1294,207,0,30194,13545,16342,29411,12504,16907,32030,13871,17007,31996,13079,17581,31494,14103,17391,27678,14716,12468,27668,15233,12013,32463,15653,16016,38009,18157,19381,37567,18933,17576,37198,16291,19376,37114,16688,19136
45,45,61116,52758,866,6053,1282,302,62,62127,52094,856,7681,1370,193,18,65767,51770,1806,8523,2474,932,59,65880,51826,1807,8604,2474,932,59,62029,50638,940,8118,1785,246,16,65038,52093,1116,9248,2032,528,34,49307,44042,572,3585,964,202,33,49087,43332,385,4632,600,93,0,53915,44363,1255,5524,1887,699,44,53915,44363,1255,4770,1625,62,11,211,1618,48830,42580,409,4879,713,173,0,51030,44105,547,5434,674,170,4,31008,16316,14314,29698,15659,14039,32356,15884,15373,32111,15809,14724,31511,17393,14118,26887,16184,10277,26887,16649,9871,31809,17389,13679,36844,19182,17227,36330,20684,14577,35920,18078,16228,35888,18730,15802
46,46,57238,53009,644,2278,1131,205,37,60123,54834,837,2075,2020,411,30,66629,57690,1351,2827,3344,821,80,66666,57716,1351,2853,3344,821,80,60165,54398,818,1833,2769,323,35,66058,59113,912,2101,3387,194,50,44783,41956,418,1520,768,143,22,46054,43485,448,1297,584,227,0,52409,46543,863,1908,2166,562,47,52409,46543,863,1481,1973,40,12,85,1412,45666,43280,366,1196,635,188,0,50050,46900,527,1570,940,136,4,28166,13012,14799,26596,11637,14959,31462,12333,17994,31339,12374,17404,30840,13932,16908,26371,13347,12582,26356,13778,12032,31887,14319,16810,38311,16363,21529,37944,17719,19292,37558,14958,21178,37610,15600,20782
47,47,61574,52938,2858,4034,1433,326,64,63520,53572,4476,4635,1104,557,90,64910,52110,4759,5334,1979,1116,64,64984,52161,4761,5377,1984,1116,64,63162,53838,4096,4675,1094,372,64,64685,52662,5580,5602,1076,492,61,47410,41514,2065,2577,946,209,41,48206,42328,2540,2433,543,243,25,50675,41920,3151,3553,1352,789,39,50675,41920,3151,2800,1125,86,12,165,1416,47804,42331,2174,2382,641,195,15,49634,42631,3018,3066,634,220,35,27279,11860,15102,26761,10759,16002,29418,10153,17950,29404,10273,17682,29099,10958,18141,24666,10911,13209,24686,12183,12117,29390,11753,16840,34536,13592,20404,34128,13424,19740,33963,11987,20427,33994,12209,20493
48,48,66293,60300,830,4451,516,353,35,66180,59181,1432,4391,953,453,62,65698,57109,1340,4861,805,1082,76,65851,57202,1342,4960,810,1087,78,66118,58503,1606,4629,1020,371,29,66338,58009,1796,4744,1071,334,14,53508,49490,542,2952,356,257,25,53593,49227,725,2849,493,277,15,53599,47572,923,3342,566,811,52,53599,47572,923,2784,427,81,28,134,1650,53912,49397,676,2945,628,280,4,53834,49126,862,2947,594,258,4,31023,14785,15764,28444,12356,16088,31423,11553,18762,31198,12003,17382,30712,13580,17132,25400,12242,12813,25375,12434,12411,30895,13049,17112,36571,14222,21956,36202,15908,19387,35894,13167,21273,35978,14051,20717
49,49,60914,29300,21332,10827,1702,840,147,62004,28153,22887,12119,2727,676,88,62617,25700,24250,12011,2938,1343,166,62983,25843,24336,12049,2953,1344,168,61723,26221,23562,12679,2558,583,99,63090,26619,22963,14657,2757,971,55,46208,25640,13422,7001,1270,557,96,44370,24397,13600,5058,1169,92,0,48031,22451,16473,8083,2098,944,106,48031,22451,16473,5707,1845,73,10,178,1294,44668,22598,14671,5679,1425,168,4,45222,22900,14206,6282,1486,160,19,24069,16674,7134,21855,15322,6533,22982,15430,6492,23024,15142,6953,22634,15490,7144,17525,12647,4425,17523,12943,4227,21457,14637,6185,24409,16309,7728,23643,15358,7352,23520,14732,7492,23453,14734,7671
50,50,72649,68293,797,2823,344,470,38,68881,63768,1057,3485,335,795,67,67358,60740,1056,3135,572,1210,91,66562,60424,1004,2728,568,1210,92,68729,62928,1070,3609,329,651,56,66822,60098,1095,3703,481,621,70,58957,55538,605,2254,246,352,27,55480,51690,903,2239,196,380,4,55021,49937,778,2416,419,937,59,55021,49937,778,2013,247,90,20,118,1818,54970,51220,759,2484,176,379,4,53785,49745,743,2661,269,366,10,30964,16189,13948,26330,12226,14104,29523,9971,18564,29012,11881,15315,28489,13583,14906,22878,11488,11024,22887,11461,10946,28019,11435,15977,32848,10816,21663,32301,13186,18229,31899,10849,19507,31992,11592,19267
51,51,67803,62543,491,4162,390,383,20,65334,59035,943,4374,407,511,184,64784,57155,847,4341,409,1170,170,65033,57315,849,4532,409,1176,172,64764,58096,1078,4416,781,469,200,64828,57333,999,4763,845,605,200,53915,50598,285,2559,283,278,15,51696,47961,480,2688,176,260,40,52483,47254,575,2846,292,866,104,52483,47254,575,2416,216,75,84,115,1748,50736,47085,465,2560,273,248,40,50864,47023,500,2762,220,272,20,26194,13355,12347,24426,11712,12714,26845,9436,16791,26592,10897,14286,25957,12426,13531,20245,10246,9709,20370,10346,9715,25771,10740,14574,30967,10850,19888,30283,12761,16930,29920,10777,18077,29912,11285,17837
52,52,68925,64462,559,3420,199,302,28,66127,61598,669,3410,397,349,26,64020,58167,731,3164,266,1054,64,63125,57825,673,2706,279,1053,68,65565,61026,568,3312,370,420,55,63589,58214,781,3101,398,419,48,55109,51743,420,2579,134,241,14,53512,50266,426,2364,156,194,0,52225,47900,481,2398,176,772,34,52225,47900,481,2101,97,58,9,72,1507,53469,50360,446,2299,89,209,0,51851,48877,533,2087,178,199,0,26485,12554,13448,23472,10192,13280,26979,8528,17837,26668,9670,15446,26205,11439,14766,20504,9336,10830,20584,9464,10781,25953,9691,15795,31236,9619,21378,30647,11596,18438,30282,9637,19647,30282,10239,19274
53,53,59792,45227,2944,3244,8387,400,80,61194,44182,4379,3773,8610,337,138,64685,43229,5091,4809,10780,871,99,64733,43260,5094,4832,10781,871,99,62453,44025,3666,3963,10694,210,24,65126,45508,4631,4104,10690,460,17,46588,36421,1993,2055,6066,252,51,44802,35850,1830,2280,4552,212,0,51362,35932,3425,3179,8158,623,72,51362,35932,3425,2641,7828,75,28,162,1271,44803,34925,1660,2405,5601,114,0,47207,36410,2082,2474,6095,133,0,28399,15717,12342,26837,14721,12116,29502,15553,12632,29300,14643,14170,28955,15725,13230,25474,15347,9666,25488,15792,9261,29891,16861,12375,35151,20034,14697,34808,19840,13859,34647,18016,15019,34716,18851,14562
54,54,58683,31132,10417,15233,2304,556,105,60078,30480,10208,16785,3245,788,76,63265,30595,13865,15563,3253,1443,110,63471,30635,13881,15659,3260,1444,110,59997,30546,10272,16888,2892,1221,109,63082,32044,10967,17499,2998,1470,150,45382,26510,7114,10117,1835,368,71,41600,25850,2802,10928,1754,132,40,48671,26148,8829,11049,2487,1022,89,48671,26148,8829,9858,2179,78,13,187,1379,42020,26435,3178,10570,1520,137,49,44595,27449,4064,11086,1548,263,54,25340,18005,7103,23718,16526,7192,25393,17481,7092,24974,16367,8256,24751,17249,7502,20412,15035,5025,20490,15454,4769,24501,17300,6763,28239,20087,7897,27759,19395,7481,27577,18176,8014,27696,18735,7919
55,55,69157,63162,732,3824,1323,332,35,66658,60216,1135,3802,1485,296,27,66336,57702,1149,4404,1737,844,71,66435,57755,1149,4467,1740,845,73,66238,60305,1162,3341,1467,253,18,65594,58608,1064,4121,1465,384,100,54973,51189,443,2329,886,218,21,54100,50119,676,2392,661,175,10,54193,48482,689,2739,1238,606,46,54193,48482,689,2215,1058,61,16,151,1521,53683,49984,656,2232,589,151,4,53084,48938,706,2522,584,272,10,34398,14176,19787,32651,12437,20214,34700,12312,21283,34442,12451,20260,33904,13753,20151,28097,12554,15095,28242,13356,14505,33787,13713,19369,39084,14890,23770,38749,16627,21250,38396,13923,23034,38413,14509,22757
56,56,64326,61709,471,1493,467,214,23,62578,58571,803,2292,731,343,33,64517,59352,912,2097,810,793,49,64562,59383,912,2118,816,796,49,63476,58525,1106,2689,918,273,29,66151,59737,1502,2779,1327,302,76,50774,49201,288,860,292,150,15,49622,47215,555,1206,400,83,20,51743,48442,609,1189,530,560,26,51743,48442,609,886,417,14,5,115,1255,50033,47338,644,1389,447,103,14,52329,49080,808,1546,736,124,10,33299,12523,20344,31882,11350,20532,34322,10918,22274,34085,11435,20954,33475,13164,20311,27852,11897,15506,28050,12901,14734,33599,12775,20086,39017,13681,24907,38761,15813,22107,38420,12865,24213,38474,13486,23917
57,57,68170,64136,704,2451,669,271,29,65220,61546,543,2065,812,287,41,66507,60434,1118,2646,945,888,54,66577,60486,1118,2695,946,888,54,65254,61503,632,1968,814,354,28,66625,62296,799,1865,998,323,5,55929,53049,498,1743,461,203,20,54080,51552,363,1354,628,180,0,55373,51049,794,1794,705,662,40,55373,51049,794,1325,523,43,2,104,1533,54094,51442,442,1304,607,250,0,54825,52132,504,1281,608,230,4,33630,13315,19884,31474,11608,19866,34285,11525,21515,33959,11956,20211,33290,13604,19686,27667,12342,14793,27855,13223,14159,33107,13237,19060,37966,14244,23243,37632,16237,20435,37223,13201,22465,37255,13826,22145
58,58,66117,62584,588,2334,444,281,35,64102,60220,765,2534,428,103,34,64473,58775,908,2692,609,816,29,64556,58837,908,2730,610,817,29,62939,58613,549,2978,390,182,30,62932,58416,552,2607,327,300,26,52653,50464,366,1418,272,192,14,51490,49349,450,1418,187,87,0,52117,48313,600,1673,404,563,15,52117,48313,600,1317,283,58,6,120,1420,51155,48916,340,1611,153,132,0,51378,49267,360,1510,124,124,0,31237,14211,16510,28995,12287,16708,31885,10563,20449,31363,11622,17877,30599,13336,17263,24919,11282,13261,25210,11856,12970,30607,11930,18045,35892,12150,23373,35464,14341,20341,35050,11867,21851,35139,12528,21633
59,59,70995,69146,534,692,432,209,37,67971,65289,540,1048,684,360,64,66527,62617,836,1093,485,895,31,66601,62687,837,1114,499,895,31,67103,64526,539,888,684,240,71,66693,63539,595,1064,454,267,51,57254,56058,338,411,288,160,25,55919,54453,302,556,306,233,0,55022,52380,537,626,330,647,24,55022,52380,537,435,225,52,6,98,1289,55238,53932,345,486,248,214,0,55193,53741,421,606,209,193,0,32502,12836,19126,30812,11088,19724,34114,9856,23137,33775,10757,21019,33093,12242,20851,26764,11071,15265,26910,11687,14821,32816,11562,20525,38450,12057,25949,38048,14163,22950,37649,11416,24756,37707,12023,24489
60,60,65835,63752,381,1234,241,253,31,63921,61292,760,1221,365,300,23,64179,60077,578,1503,365,968,54,64259,60148,579,1540,371,971,54,63232,60710,703,1154,357,294,24,63934,60925,573,1324,339,387,25,52448,51202,230,692,153,180,14,51078,49492,427,712,175,252,0,52158,49438,337,936,216,718,27,52158,49438,337,649,132,45,15,95,1447,50907,49428,385,673,204,184,0,51606,50137,291,754,182,259,0,30615,12874,17238,29346,10795,18551,31394,9320,21103,31152,10214,18944,30655,12180,18475,24384,10186,13729,24558,10710,13399,30339,10742,18860,35835,10837,24520,35536,13163,21458,35241,10462,23266,35310,11135,22908
61,61,59890,49245,1359,3297,5936,231,40,61561,48817,1509,3662,7670,187,65,63899,48418,2157,4227,8394,502,55,63924,48429,2159,4248,8394,503,55,61273,47449,1295,5023,7520,190,53,62806,48358,1423,4855,7969,213,6,47319,39660,889,2383,4321,153,29,46633,39245,837,2496,3913,71,0,51626,40292,1503,3043,6141,373,35,51626,40292,1503,2657,5878,34,8,183,1071,46383,38258,849,3486,3627,92,0,47778,39181,919,3304,4196,144,0,35299,19185,15817,34706,17686,17020,36291,20468,14552,36305,18397,17535,35997,19877,16120,32530,20002,12130,32577,20819,11396,36874,21719,14583,42099,25709,15991,41688,24880,15888,41418,22464,17515,41536,23549,16868
62,62,69643,64901,849,2750,921,326,36,66157,61400,1065,2602,1052,338,46,65557,58684,1353,3068,1051,938,53,64920,58478,1298,2712,1054,939,53,65567,60165,1077,2563,1157,430,22,65293,59422,1132,2754,1141,392,0,57630,53772,663,2283,729,246,21,54838,51518,769,1986,461,238,4,54466,49014,1048,2493,834,682,37,54466,49014,1048,2108,664,70,3,93,1466,54400,51155,723,1862,426,360,4,54015,50350,863,2015,619,280,0,30540,14571,15381,28992,12491,16501,30380,10211,19011,30453,10964,17160,29807,12731,17076,23708,10954,12305,23564,11060,12093,28599,11156,16724,32686,11041,21234,32405,12840,18724,32166,10320,20398,32265,11145,19981
63,63,69380,67559,379,868,364,254,25,66625,64561,522,980,472,208,100,64923,61500,606,1021,417,890,45,65048,61621,606,1034,418,891,45,66469,63876,585,1151,424,219,82,65512,62501,723,1155,454,286,63,55417,54115,242,610,276,195,20,53695,52295,385,612,207,156,19,52156,49625,422,719,299,698,36,52156,49625,422,531,196,46,15,112,1209,53275,51815,368,680,251,172,0,52730,51130,442,712,243,221,0,30017,10656,18667,27387,8100,19287,30447,6608,22783,30271,7844,20337,29866,9289,20577,24048,7920,15690,24160,8227,15479,29265,7769,20841,34425,7455,26579,34133,9153,24218,33903,6965,25521,33917,7466,25352
64,64,67190,64877,580,1050,359,358,40,63877,61313,668,841,384,701,38,62093,57945,727,1083,419,1221,42,62365,58196,732,1155,439,1230,43,63400,60370,680,1243,417,358,44,62200,58872,649,1144,472,467,40,52330,50972,335,529,231,266,21,50616,49176,357,414,172,477,0,49002,46346,421,551,256,873,28,49002,46346,421,360,169,77,8,92,1529,50516,48964,381,668,198,239,0,49790,48282,393,622,217,306,4,28198,11189,16452,25880,9486,16394,27811,7478,19144,27731,8186,17672,27381,9109,18272,22085,8188,13470,22255,8721,13140,26962,8557,17702,31747,8998,22320,31336,10084,20353,31180,7808,21668,31165,8339,21540
65,65,68875,65106,939,2181,319,376,45,66327,61849,1105,2742,416,352,67,63866,58521,993,2090,458,1091,72,61937,57487,852,1393,466,1091,72,65809,61121,1176,2487,417,394,70,64075,58780,1395,2085,868,412,266,54551,51577,696,1827,207,265,25,53253,49747,723,2353,191,270,0,51773,47551,718,1794,280,825,38,51773,47551,718,1633,182,83,8,88,1510,53153,49907,807,1962,183,342,4,51292,48341,891,1439,263,308,33,29031,12878,15470,26319,10527,15792,28641,7787,19603,28331,7934,18879,27548,8967,18581,22622,8381,13854,22852,8586,13849,27457,8518,18243,32039,9204,22342,31387,9451,20903,31206,8149,21431,31318,8748,21269
66,66,64435,63225,373,351,182,355,18,62718,61055,439,541,223,449,32,62181,59351,520,410,271,940,37,62378,59544,520,427,278,943,37,62466,60839,476,552,208,374,6,62427,60317,599,549,239,369,4,49845,49038,224,230,125,247,8,48565,47501,269,291,123,391,19,48506,46532,344,236,173,711,27,48506,46532,344,128,84,60,7,84,1267,48000,47095,304,237,125,250,4,48455,47485,343,234,130,244,4,25983,8941,16402,24464,6626,17838,26867,4967,21068,26655,5788,18790,26350,7045,19305,21410,6184,14881,21405,5931,15122,26226,5996,19635,31333,6119,24813,31240,7453,23077,30850,5484,24093,31204,6249,24026
67,67,65992,63024,957,1305,372,424,25,62818,59331,1148,1531,495,559,74,61375,56756,975,1288,525,1200,60,61546,56921,977,1317,534,1208,60,62218,58485,1179,1527,470,474,70,61385,57373,1218,1392,491,413,43,51957,49603,725,1098,265,316,13,49880,47470,716,1092,220,357,14,49212,45760,654,1025,361,839,37,49212,45760,654,857,230,114,0,122,1475,49559,47035,772,1158,245,376,14,48835,46595,711,935,252,325,0,25935,9644,15656,23954,7841,16113,26266,5858,19475,25976,5967,18910,25448,6574,18874,20421,6162,13929,20614,5970,14326,25605,6377,18676,30964,7458,23093,30471,7306,22350,30309,6318,22564,30357,6645,22781
68,68,65759,63687,660,678,345,474,24,64047,61748,828,750,434,297,20,63673,59669,895,793,432,1342,54,63772,59765,895,809,434,1344,54,64101,61632,906,746,447,322,11,64346,61547,901,878,465,362,9,51851,50471,412,415,229,366,19,50675,49245,496,445,233,250,4,50456,47683,599,482,291,985,34,50456,47683,599,314,206,95,8,85,1466,50575,49135,586,466,205,270,4,50855,49195,649,534,235,287,4,27995,9855,17465,25343,8173,17170,28142,5977,20916,27904,6322,20078,27512,6888,20624,22435,6487,15505,22539,6279,15757,27327,6554,20056,32500,7557,24405,31932,7343,23590,31704,6346,23772,31863,6399,24351
69,69,68937,65622,760,1983,311,251,42,65975,61922,972,2437,430,388,84,65772,61129,930,2099,327,822,39,63457,60038,734,1088,327,821,39,65672,61430,975,2444,430,402,116,65219,60969,959,1766,477,761,105,55452,52617,619,1822,201,179,21,53585,50530,692,1904,203,204,4,53964,50216,687,1879,233,582,32,53964,50216,687,1770,147,40,7,72,1025,53530,50300,724,2078,157,246,4,53205,50090,745,1561,175,614,4,31179,10778,19651,29417,7735,21682,31538,6131,24516,31496,6920,22881,30873,8782,22091,25244,7904,16976,25334,7726,17105,30539,7316,22648,35704,7242,28106,35448,8321,26399,35237,6446,27456,35322,7525,26918
70,70,65366,52647,2155,6097,4383,218,46,66415,51765,2684,7392,4609,220,31,67217,50118,3531,7623,5176,696,64,65364,49605,3289,6585,5168,691,64,66975,51669,3059,7672,4688,173,30,68003,51187,3092,7901,5749,291,25,51041,41417,1534,4940,3073,145,31,51405,41601,1639,5527,2495,134,20,54408,41402,2442,6041,3853,504,43,54408,41402,2442,5508,3498,37,9,180,1332,51716,41904,1787,5646,2256,131,20,53493,42145,2280,5862,2995,136,0,32941,17805,14822,32392,16497,15895,34760,18236,15170,34574,16783,17329,34382,17627,16755,30226,18083,11703,30265,18847,11051,35163,19787,14738,40927,23640,16844,40510,23115,16341,40271,20991,17645,40361,22009,17169
71,71,67189,63961,906,1674,508,202,39,62089,58980,1150,1362,683,111,151,62782,58167,979,1667,634,825,55,62849,58233,979,1670,636,826,57,61472,58014,1196,1560,721,139,179,62963,59077,1144,1645,702,227,134,54989,52314,741,1444,382,165,31,50398,48281,754,851,337,101,33,51656,48226,687,1223,482,592,30,51656,48226,687,991,368,40,10,116,1218,50180,47908,767,990,325,132,33,51904,49408,794,1086,378,199,19,30317,14194,15486,28425,10661,17764,30082,8149,21018,29957,9488,18625,29555,11867,17688,23856,9631,13906,23987,9716,13895,29017,9588,18857,33854,9485,24008,33594,11152,21762,33358,8943,23093,33420,10442,22106
72,72,69513,63166,1118,4707,449,322,50,64730,58114,1129,5269,333,554,39,63918,54601,1468,6290,504,950,65,64105,54701,1474,6380,515,951,65,64229,57531,1141,5159,429,494,17,64255,56785,1397,5403,379,467,36,55321,51326,724,2879,297,223,25,51603,47936,678,2642,138,272,4,51307,45634,884,3545,366,678,37,51307,45634,884,2914,263,51,8,88,1465,51380,47698,672,2561,209,217,4,50950,46834,849,2847,137,214,0,32739,16754,15169,27122,12044,15078,30024,10200,18862,29856,11591,16502,29323,13958,15365,23437,11086,12039,23565,11099,12131,28678,11474,16606,33242,11622,21238,32974,13397,18796,32702,11009,20226,32719,12616,19169
73,73,65341,61354,1711,1946,330,252,23,62954,58376,1786,2316,583,294,74,63113,57427,2062,2011,360,884,29,61454,56677,1905,1284,359,881,29,62508,57746,1909,2301,506,269,60,61913,57035,1566,2184,523,445,95,52400,48795,1577,1813,255,192,20,50243,47536,765,1566,190,190,0,51918,47041,1854,1822,268,664,18,51918,47041,1854,1593,203,38,2,46,1141,49388,46518,897,1622,199,191,0,49629,46724,758,1551,267,245,4,26715,12406,13539,25463,9820,15643,26836,6526,19477,26648,7763,16894,26268,9594,16674,20945,7910,12714,21026,7657,13039,25919,7620,17746,30932,7513,23038,30575,8622,21258,30398,7013,22036,30466,8172,21373
