ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
147,147,61269,56409,1323,1646,1765,262,54,64709,58815,1725,1719,2437,83,92,65655,56912,2345,2649,2620,769,45,65711,56961,2345,2707,2640,769,45,65292,58576,2104,2164,2236,138,122,65974,58646,2212,2316,2408,182,148,45242,42293,767,955,1107,170,28,48681,45635,788,915,1263,41,19,50726,44997,1399,1710,1777,534,30,50726,44997,1399,1375,1550,45,7,156,1197,49591,46068,1001,1334,1077,50,19,50516,46731,1033,1492,1134,76,10,30141,14207,15598,29888,12548,17340,32828,13282,18171,32662,12341,19809,32339,13133,19206,28360,13522,14361,28441,14252,13752,33572,14884,17986,39930,18263,21180,39458,17643,20672,39254,15937,21643,39345,16750,21293
148,148,56897,49780,1303,2117,3614,171,36,57984,48352,1856,2553,5277,200,54,63574,50598,2345,3576,6175,410,51,63587,50607,2345,3583,6176,410,51,58463,48105,2468,2603,5507,174,58,62723,49929,1940,3882,5878,250,77,43258,38338,861,1525,2471,123,23,41693,36696,1044,1588,2228,129,0,48494,39512,1607,2589,4142,296,32,48494,39512,1607,2164,3732,22,4,278,1175,41607,36705,1261,1394,2136,116,0,44786,38544,1165,2281,2666,139,25,36422,24710,11454,35244,22812,12432,36731,26757,9042,36736,24360,12145,36353,25897,10456,33921,25973,7616,33873,26362,7223,37540,27705,9391,42496,32007,10195,41785,30804,10195,41450,28488,11707,41614,29651,10990
149,149,56806,43355,2556,4561,6277,365,64,59507,44353,2436,4370,8245,337,112,64379,43481,4306,6423,9471,770,91,64410,43494,4307,6468,9472,770,91,60675,43479,3076,5149,8943,277,170,65175,45690,3406,6139,9603,379,157,45641,35587,1829,3443,4714,267,50,43487,35634,1069,3204,3281,181,0,51980,36426,2944,4815,7223,562,77,51980,36426,2944,4117,6703,40,14,225,1511,44127,34855,1613,3912,3459,151,0,48214,37371,1880,4400,4098,216,10,31309,19925,11124,29563,18054,11509,30749,20617,9112,30653,18811,11509,30309,19778,10531,27783,19890,7469,27743,20276,7116,31913,21850,9508,37634,26485,10791,37120,25076,11014,36889,23384,12040,36983,24259,11545
150,150,59878,49281,1547,3595,5382,266,31,64647,48983,3104,4239,8218,293,32,63744,48017,2697,4041,8102,690,59,63779,48042,2697,4074,8110,690,59,64910,49394,2864,4044,8155,373,43,64213,49127,2865,3895,7833,401,31,45286,37892,1010,2638,3659,165,17,47262,39304,1696,3066,2983,142,10,50478,39123,1816,3082,5795,483,45,50478,39123,1816,2618,5446,29,12,163,1271,48351,40298,1576,3019,3246,188,10,48364,40579,1517,2885,3082,164,0,29083,15805,13010,28526,14506,14020,31039,16388,13426,30913,14901,15594,30749,14509,16240,27142,16263,10437,27172,16953,9817,31850,17944,13299,37739,22105,15242,37329,21056,15253,37130,19263,16303,37210,20114,15901
151,151,61762,49895,1866,3515,6447,248,58,63420,49112,2830,3219,8224,341,68,63736,47804,3171,4291,7659,610,53,63765,47820,3172,4304,7659,610,53,62528,47564,3201,3143,6763,169,104,62818,45889,3898,3885,8494,231,70,46455,38139,1211,2475,4571,163,40,46479,38511,1249,1973,4571,97,20,50517,38851,2080,3076,5875,402,34,50517,38851,2080,2666,5584,42,1,130,1163,45554,38743,1172,1781,3766,87,25,45718,36953,1212,2362,5103,54,20,33627,19212,14167,31944,17222,14722,34999,20261,13543,34892,18351,16176,34664,20417,14247,30838,19797,10582,30947,20637,9920,35516,21615,13320,41022,25481,15169,40617,25134,14538,40228,22171,16483,40377,23397,15806
152,152,56897,46014,1918,5868,3146,319,65,57132,44224,2560,6677,3780,521,55,61335,45403,3371,7277,4641,752,59,61386,45432,3372,7321,4641,752,60,56865,43427,2972,6505,3866,516,70,60874,45712,3083,7306,4593,463,48,44201,36555,1235,4178,2203,200,43,43195,35319,1113,4703,1789,230,15,48131,36839,2118,5309,3274,532,35,48131,36839,2118,4680,2973,39,5,179,1298,42890,34595,1405,4368,2145,273,15,45940,36301,1720,5119,2302,142,0,31212,18451,12440,29804,17094,12710,31663,18065,12294,31293,16916,13909,31132,19197,11935,27085,17456,9161,27144,18029,8718,31612,19134,11853,36610,22016,14199,36136,22283,12882,35844,19781,14349,35975,20785,13891
153,153,59013,48948,1565,4992,3538,288,43,59736,48506,2463,5290,3424,477,22,62287,47886,2731,6862,4074,620,58,62313,47903,2732,6895,4074,620,58,59898,47780,2637,5158,3989,351,50,62496,48418,3139,5785,4291,459,67,45655,38599,961,3454,2600,173,29,45268,38165,1225,3742,1957,266,0,48654,38544,1761,4897,2918,420,43,48654,38544,1761,4239,2575,22,8,233,1272,44796,38019,1358,3315,1964,228,0,47048,39714,1516,3523,2047,190,0,35308,21922,13060,33580,20286,13294,35040,22346,11459,34943,20882,13712,34941,24434,10507,31470,21961,9045,31572,22636,8534,35369,23626,11170,39951,26589,12964,39607,27378,11325,39059,23830,13463,39267,24945,12994
154,154,60633,40269,2024,14673,3892,438,56,61289,37370,3313,16982,3861,855,126,62985,36675,3503,18266,4219,755,54,63038,36689,3505,18306,4220,755,55,61319,37364,2896,17263,4112,846,66,63276,38419,2586,17890,4339,506,47,47836,32731,1407,10876,2884,311,39,46555,30280,2097,11776,1840,318,34,50036,30082,2396,13991,3242,536,30,50036,30082,2396,12923,2914,67,3,283,1368,47180,30370,1816,12407,2113,251,20,48540,31420,1580,12927,2363,181,15,35979,26796,8882,35158,26411,8747,35918,27983,6877,35797,26528,8915,35576,28110,7466,32766,26790,5579,32777,27181,5272,36137,28694,6921,40091,32143,7640,39693,31536,7224,39418,29768,8275,39514,30495,7850
155,155,58826,50464,1824,2959,3588,221,45,62265,50364,2800,3855,5811,263,91,64256,49882,2941,3300,7136,615,54,64311,49917,2945,3349,7140,616,54,62361,50126,3181,3762,5722,297,108,64365,50597,3000,3982,6308,434,202,42987,37616,1124,1959,2250,148,28,44661,38715,1503,2252,2052,75,10,48677,39185,1885,2267,4607,431,38,48677,39185,1885,1884,4360,38,5,135,1185,44622,38379,1895,2082,2069,78,20,46532,39298,1985,2415,2440,153,30,30883,16369,14207,30171,14764,15407,33500,17460,14634,33746,15486,17016,33472,16283,17189,29617,17535,11511,29650,18212,10892,34198,18922,14458,39652,23200,15986,39310,21569,16725,39191,20147,17603,39127,20766,17175
156,156,63860,53493,3848,4300,2286,327,45,67010,56086,3804,3689,3297,312,37,66110,52726,4574,4827,3224,685,69,66169,52749,4583,4860,3225,685,71,67181,55293,3766,4662,3192,321,7,66767,54851,3768,5021,2948,385,31,51529,43746,2711,3377,1687,233,30,53466,46545,2038,2978,1608,179,30,54406,44387,3180,3892,2392,493,45,54406,44387,3180,3224,2075,28,25,164,1323,53749,46006,2258,3628,1654,140,0,54862,46486,2819,3730,1550,149,0,34438,19614,14509,32287,17261,15026,35411,20040,13916,35634,17940,16544,35176,18934,16242,30381,18993,10817,30355,19677,10192,34525,20205,13535,38116,23187,14493,37778,21452,15333,37642,20016,16303,37524,20608,15805
157,157,58822,51107,1241,1822,4540,197,17,59517,48696,1885,1820,6969,272,24,62964,48759,2047,1968,9216,462,49,62988,48780,2047,1981,9220,462,49,59620,47889,1834,1716,8019,229,22,62743,48770,1754,1917,9773,228,6,44311,39066,816,1333,3020,134,11,41819,37209,973,1124,2379,128,0,47995,38533,1323,1442,6034,292,26,47995,38533,1323,1170,5749,17,7,198,998,40920,36240,987,1039,2593,102,0,43745,37885,1069,1069,3549,111,0,35998,19148,16530,34353,16710,17643,35966,20592,14039,36479,17795,17846,36108,18458,17650,32915,20297,12147,32903,21020,11482,36756,21546,14541,41514,26080,15013,41196,23544,16755,41054,21880,17917,40993,22683,17313
158,158,60265,46577,8891,2955,1846,396,59,62870,47424,9236,3464,2529,370,12,62742,45939,9533,3098,3169,924,67,62792,45962,9552,3137,3172,924,67,63182,47841,8605,3795,2586,309,52,63320,48122,8569,3295,2771,488,139,44444,35305,5840,2135,1108,282,40,43740,37320,2395,2545,1267,245,0,47658,36271,6362,2264,2060,606,51,47658,36271,6362,1888,1812,30,9,122,1164,44940,38135,2609,2666,1326,206,0,45765,38755,3114,2137,1491,84,20,29272,15924,13048,28548,14124,14424,31454,16780,13376,31742,15070,15588,31319,15839,15480,27849,16679,10722,27874,17305,10178,32119,18075,13337,37178,22083,14692,36936,20428,15597,36792,19009,16442,36730,19600,16021
159,159,63142,28934,3956,29965,1029,721,61,63287,27754,4858,29985,1169,568,114,62138,25022,5515,30324,1466,1092,64,61801,24700,5409,30314,1472,1093,64,62934,28073,4657,28753,1359,556,87,61440,25075,3833,30323,2082,573,131,46983,23537,2496,20496,689,495,40,47220,23208,2794,20506,437,270,0,47752,21179,3569,21789,1057,779,43,47752,21179,3569,20459,881,88,8,173,1395,47175,23584,2623,20094,647,280,0,46555,21495,2530,21286,928,334,0,29333,22271,6745,29271,22628,6643,27581,19475,7433,26639,18482,7795,26097,18658,7439,19963,14700,4999,20011,14941,4833,24886,17691,6829,28175,19700,8233,27460,18742,7946,27322,18080,8118,27304,18201,8357
160,160,61877,53098,1322,4025,3373,197,47,62920,52019,1625,3223,6158,151,119,63931,51832,1969,2757,6356,667,52,63956,51855,1969,2777,6356,667,52,63066,51784,1804,3389,6223,296,72,63793,52599,2156,2710,6022,345,63,46367,40258,829,3059,2177,132,31,46545,40970,824,2020,2507,110,0,50134,41661,1342,2212,4231,462,28,50134,41661,1342,1950,3924,49,7,137,1064,47255,41215,1108,2060,2602,183,0,48180,41945,1269,1745,2887,209,0,34883,16900,17664,25063,11213,13850,36705,17470,17884,36715,15312,20717,36236,15918,20318,32410,17193,14812,32367,17983,14011,37017,18478,17920,42350,22414,19574,41857,20506,20549,41661,18866,21611,41645,19679,21067
161,161,62036,51056,1371,7828,1803,385,32,62949,49655,1544,9310,2543,559,33,63702,48766,2295,8867,2938,820,78,63804,48820,2297,8934,2951,820,79,63931,50461,1648,9003,2680,647,20,64647,50542,1939,8567,3204,438,0,47783,40602,859,5057,1205,250,20,47782,39759,850,5705,1187,198,0,49643,39601,1416,5935,1947,571,55,49643,39601,1416,5396,1674,59,15,139,1343,48622,40955,797,5524,1073,224,0,49581,41153,885,5904,1430,209,0,34472,19381,14694,30541,16894,13647,35080,18761,15115,34557,17334,16694,34064,17965,16099,29550,17995,11121,29496,18554,10600,34281,19384,14304,38887,22351,16130,38295,21260,16197,38089,19701,16959,38126,20469,16659
162,162,64097,50164,1434,10899,1638,386,80,64869,48508,2593,12438,1776,362,29,64781,43549,2273,15683,2519,971,92,64947,43643,2276,15780,2534,971,93,64097,47132,2324,13507,1429,360,34,64150,45397,1907,14438,2036,342,51,49499,40034,889,7360,1177,276,53,49365,39023,1518,7874,835,83,15,50724,35919,1492,10826,1816,695,64,50724,35919,1492,10131,1554,50,17,172,1389,48065,38112,1318,7912,571,135,4,47982,37109,1126,8512,903,207,15,33203,19615,13110,32679,19773,12906,32711,17519,14089,32086,16598,14942,31676,17289,14387,26635,16395,9828,26655,17000,9350,31609,18005,13049,36223,20559,15291,35680,19972,14810,35480,18428,15449,35539,19154,15387
163,163,62220,48682,1472,9297,2806,361,51,61719,40621,2020,16101,3258,288,63,63645,37078,2958,19713,3490,877,71,63755,37144,2961,19781,3493,877,71,61203,38253,2431,17875,3018,616,68,63491,36682,3059,20036,3983,813,69,47963,39092,887,5997,1953,230,34,45798,33971,1211,9129,1292,111,0,49593,31430,1855,13262,2541,578,51,49593,31430,1855,12253,2266,77,12,289,1411,45924,32420,1321,10510,1456,176,0,47945,31687,1719,12204,2063,226,0,31597,17578,13604,32232,18972,13260,31986,17771,13045,31584,16644,14473,31144,17357,13787,26720,16987,9381,26715,17390,9041,31083,18610,11925,34996,21802,12845,34587,21003,12715,34446,19650,13398,34483,20334,13195
164,164,60405,20978,3448,27173,9263,690,169,61089,16409,3871,30533,10654,933,297,62946,14317,5782,32180,10694,962,96,63129,14351,5787,32252,10694,963,96,61734,17103,4036,30046,10907,845,230,62815,16482,5950,31107,9717,829,220,44859,17953,2394,17853,6826,420,111,38797,13814,1494,18054,5058,311,0,47429,12565,3873,22886,8043,713,74,47429,12565,3873,21513,7744,79,14,311,1330,39632,14270,1731,17875,5378,250,0,40987,14477,2223,18240,5596,210,0,26884,19509,7083,25959,20530,5429,26296,20631,5000,25671,19755,5612,25350,20075,5275,21122,17435,3425,21111,17541,3331,24873,19964,4536,27902,22595,5107,27384,21831,4822,27308,21314,4947,27248,21396,5088
165,165,59387,52050,1042,2927,3291,239,37,60105,51843,919,2667,4203,420,6,62767,51903,1824,3323,4815,483,65,62800,51923,1824,3353,4817,483,65,60453,50844,1413,2947,4609,384,283,62194,51807,1532,2729,5426,231,340,46802,41396,758,2151,2427,182,26,46125,40674,644,1936,2555,320,0,49626,41730,1291,2396,3507,336,44,49626,41730,1291,2085,3136,34,8,175,1167,46533,40484,798,2151,2635,258,190,47689,41449,918,2119,2811,144,145,36515,20228,15915,37729,20120,17609,37526,21066,15189,37334,18860,18042,36809,19363,17446,33663,20547,12651,33555,21227,11944,37467,21634,15251,41761,24783,16590,41381,23338,17235,41169,21505,18198,41227,22478,17777
166,166,61075,54686,1108,1893,3302,200,28,62102,54337,1504,2506,3596,474,7,63022,53169,1818,2681,4641,386,63,63050,53190,1821,2702,4642,386,63,62038,52893,1788,2697,4301,614,27,63139,53541,1814,2327,4682,410,59,47155,42572,739,1390,2364,129,20,46500,41971,945,1395,1967,211,0,48622,41737,1182,1789,3371,269,40,48622,41737,1182,1492,3014,29,9,110,1049,46352,41311,1045,1432,2244,220,0,46531,41341,1037,1478,2436,148,0,37783,21534,15902,39110,21629,17481,37502,22172,13998,37356,19768,17069,36765,20863,15902,33694,22267,10979,33618,22754,10463,37563,23110,13856,42011,26490,15145,41492,25217,15467,41223,23156,16620,41286,24270,16025
167,167,55457,45811,1898,2289,5391,281,42,58395,45110,2887,2596,7834,258,61,63395,45645,3088,2576,11121,621,60,63435,45666,3092,2627,11123,621,60,59375,44590,2881,2471,9270,238,107,63638,46077,3199,2608,11157,224,5,41822,35331,1300,1596,3548,174,28,40989,35285,1240,1689,2594,88,30,49295,36969,2105,1913,7606,442,35,49295,36969,2105,1520,7308,42,5,187,1159,41391,35069,1265,1755,3068,71,65,43658,36969,1318,1719,3522,68,0,30121,16012,13831,29213,14456,14757,31496,17316,12982,31844,15339,15520,31414,15978,15436,28439,17463,10547,28417,18049,9934,32787,18934,13165,38555,23669,14485,38283,21715,15582,38146,20319,16479,38065,21042,15923
168,168,57551,50444,1260,2053,3683,182,27,58613,48737,2518,2813,4496,579,5,62961,51583,2009,2525,6007,386,51,62978,51598,2009,2538,6007,386,51,58956,49052,2312,2880,4799,435,5,62398,52139,2712,2886,4574,265,78,46296,40997,983,1609,2616,126,21,44723,38963,1294,1840,2412,179,4,51280,42875,1416,1985,4382,271,40,51280,42875,1416,1721,4109,43,16,147,953,44713,38938,1268,1894,2446,121,4,48132,41918,1400,2225,2390,82,0,32582,17050,15268,28915,13560,15355,32320,18128,13051,32209,15629,16204,31686,16004,15682,28533,17219,10906,28398,17585,10442,32660,18771,13368,37618,23065,14208,37110,20939,15492,36920,19517,16315,36957,20183,15966
169,169,59773,55457,1902,1406,774,346,33,61987,56945,2303,2012,875,269,25,64915,56462,3467,2478,1113,1268,66,64977,56515,3467,2519,1117,1268,67,62793,55872,3402,2131,1114,381,33,65454,56847,4360,2458,1264,719,121,46450,43798,1157,806,505,232,26,47335,44838,957,1019,428,78,0,51034,45475,2126,1625,721,888,41,51034,45475,2126,1231,547,114,11,134,1396,47820,44485,1653,998,524,176,0,49588,45550,2084,1092,475,220,60,27311,10389,16510,26204,9166,17038,29608,8312,20008,29617,8579,19531,29199,8943,20256,23836,8712,14592,23843,9292,14069,29274,9543,18937,34902,11511,22861,34508,10951,22456,34382,9988,22781,34388,10077,22878
170,170,60509,48787,3258,4185,4273,360,63,62614,47027,4338,4891,5658,607,61,62588,44426,4677,5238,7735,542,88,62661,44476,4679,5332,7737,543,88,62691,46487,4047,4957,6782,531,83,62231,43875,3969,5975,7854,228,19,48035,39589,2146,2956,3271,228,47,45046,36136,2416,2701,3324,439,7,49993,36700,3216,3806,5763,426,64,49993,36700,3216,3320,5109,68,11,220,1349,44531,35279,2031,2910,3879,374,10,42711,33031,2080,3498,3937,158,4,27413,14453,12637,24732,13722,11010,26861,12497,13697,25831,12139,13316,25327,13902,11425,20338,11481,8634,20343,11735,8384,25409,12676,12357,30316,13746,16341,28764,14413,13750,28228,12481,14696,28432,13198,14500
171,171,65061,62973,709,726,402,277,31,65967,63252,1068,911,537,231,47,65443,61337,1315,1055,529,904,46,65554,61440,1317,1087,532,905,46,65986,63092,1007,697,805,185,23,65544,61422,1223,822,1009,407,81,49845,48624,392,352,266,200,26,50450,48940,533,514,241,185,4,50874,48160,800,631,347,667,29,50874,48160,800,408,212,61,5,123,1105,50885,49425,521,424,345,157,4,50415,48600,632,458,471,211,25,25655,9821,15388,24332,8084,16248,28024,7694,19112,28034,8127,18044,27575,9326,18249,23319,9031,13770,23343,9114,13739,27853,9009,18086,33002,10122,22493,32616,10257,21466,32360,8717,22205,32431,9563,21705
172,172,59388,43914,3965,4274,6961,364,82,63939,38776,6688,8134,10111,287,121,64387,38239,6118,7104,11924,559,50,64450,38276,6123,7187,11924,562,50,62819,38268,6345,8320,9642,590,146,62438,35796,7225,8655,10535,445,63,47884,36595,2717,3037,5248,260,65,44043,29966,3972,4896,5050,78,13,51165,32017,4372,5117,8790,399,39,51165,32017,4372,4475,8089,44,3,527,1638,44339,30249,3915,5042,4896,128,15,43597,28578,4331,5315,5204,134,10,27046,14869,11880,24478,14134,10344,26555,14443,11403,25647,13708,11586,25174,15187,9987,20062,12416,7436,20051,12751,7092,24607,13975,10294,28475,15148,13118,27152,15408,11175,26667,13718,11984,26931,14565,11690
